"Start Time (UTC)","End Time (UTC)","Duration (min)","Min (km)","Max (km)","Conjunction Type","Conjunction Between"
"2022-01-26  00:12","2022-01-26  00:14","3","127","459","nbtrace","THEMIS-ASI GILL and ELFIN-A"
"2022-01-26  00:12","2022-01-26  00:14","3","127","459","nbtrace","REGO GILL and ELFIN-A"
"2022-01-26  00:12","2022-01-26  00:14","3","127","459","nbtrace","TREx NIR GILL and ELFIN-A"
"2022-01-26  00:12","2022-01-26  00:14","3","127","459","nbtrace","TREx Blue GILL and ELFIN-A"
"2022-01-26  00:12","2022-01-26  00:14","3","127","459","nbtrace","TREx RGB GILL and ELFIN-A"
"2022-01-26  00:14","2022-01-26  00:15","2","206","274","nbtrace","THEMIS-ASI RANK and ELFIN-A"
"2022-01-26  00:16","2022-01-26  00:17","2","205","301","nbtrace","THEMIS-ASI TALO and ELFIN-A"
"2022-01-26  00:16","2022-01-26  00:17","2","205","301","nbtrace","REGO TALO and ELFIN-A"
"2022-01-26  00:17","2022-01-26  00:19","3","16","421","nbtrace","THEMIS-ASI GILL and ELFIN-B"
"2022-01-26  00:17","2022-01-26  00:18","2","197","348","nbtrace","REGO RESU and ELFIN-A"
"2022-01-26  00:17","2022-01-26  00:19","3","16","421","nbtrace","REGO GILL and ELFIN-B"
"2022-01-26  00:17","2022-01-26  00:19","3","16","421","nbtrace","TREx NIR GILL and ELFIN-B"
"2022-01-26  00:17","2022-01-26  00:19","3","16","421","nbtrace","TREx Blue GILL and ELFIN-B"
"2022-01-26  00:17","2022-01-26  00:19","3","16","421","nbtrace","TREx RGB GILL and ELFIN-B"
"2022-01-26  00:19","2022-01-26  00:20","2","270","361","nbtrace","THEMIS-ASI RANK and ELFIN-B"
"2022-01-26  00:21","2022-01-26  00:22","2","291","325","nbtrace","THEMIS-ASI TALO and ELFIN-B"
"2022-01-26  00:21","2022-01-26  00:22","2","291","325","nbtrace","REGO TALO and ELFIN-B"
"2022-01-26  00:22","2022-01-26  00:23","2","240","411","nbtrace","REGO RESU and ELFIN-B"
"2022-01-26  01:45","2022-01-26  01:46","2","140","325","nbtrace","THEMIS-ASI ATHA and ELFIN-A"
"2022-01-26  01:45","2022-01-26  01:46","2","140","325","nbtrace","TREx RGB ATHA and ELFIN-A"
"2022-01-26  01:45","2022-01-26  01:46","2","140","325","nbtrace","TREx NIR ATHA and ELFIN-A"
"2022-01-26  01:45","2022-01-26  01:46","2","140","325","nbtrace","TREx Blue ATHA and ELFIN-A"
"2022-01-26  01:46","2022-01-26  01:47","2","284","373","nbtrace","THEMIS-ASI FSMI and ELFIN-A"
"2022-01-26  01:46","2022-01-26  01:47","2","284","373","nbtrace","TREx RGB FSMI and ELFIN-A"
"2022-01-26  01:47","2022-01-26  01:48","2","254","376","nbtrace","THEMIS-ASI FSIM and ELFIN-A"
"2022-01-26  01:49","2022-01-26  01:51","3","133","452","nbtrace","REGO SACH and ELFIN-A"
"2022-01-26  01:50","2022-01-26  01:51","2","283","359","nbtrace","THEMIS-ASI ATHA and ELFIN-B"
"2022-01-26  01:50","2022-01-26  01:51","2","283","359","nbtrace","TREx RGB ATHA and ELFIN-B"
"2022-01-26  01:50","2022-01-26  01:51","2","283","359","nbtrace","TREx NIR ATHA and ELFIN-B"
"2022-01-26  01:50","2022-01-26  01:51","2","283","359","nbtrace","TREx Blue ATHA and ELFIN-B"
"2022-01-26  01:52","2022-01-26  01:53","2","188","284","nbtrace","THEMIS-ASI FSIM and ELFIN-B"
"2022-01-26  01:52","2022-01-26  01:52","1","386","386","nbtrace","THEMIS-ASI FSMI and ELFIN-B"
"2022-01-26  01:52","2022-01-26  01:52","1","386","386","nbtrace","TREx RGB FSMI and ELFIN-B"
"2022-01-26  01:54","2022-01-26  01:56","3","66","465","nbtrace","REGO SACH and ELFIN-B"
"2022-01-26  03:20","2022-01-26  03:21","2","282","388","nbtrace","THEMIS-ASI GAKO and ELFIN-A"
"2022-01-26  03:21","2022-01-26  03:22","2","374","463","nbtrace","THEMIS-ASI INUV and ELFIN-A"
"2022-01-26  03:25","2022-01-26  03:26","2","225","272","nbtrace","THEMIS-ASI GAKO and ELFIN-B"
"2022-01-26  03:27","2022-01-26  03:27","1","452","452","nbtrace","THEMIS-ASI INUV and ELFIN-B"
"2022-01-26  04:53","2022-01-26  04:53","1","409","409","nbtrace","THEMIS-ASI MCGR and ELFIN-A"
"2022-01-26  11:19","2022-01-26  11:21","3","137","462","nbtrace","THEMIS-ASI KUUJ and ELFIN-A"
"2022-01-26  11:26","2022-01-26  11:26","1","346","346","nbtrace","THEMIS-ASI SNKQ and ELFIN-B"
"2022-01-26  12:48","2022-01-26  12:49","2","294","356","nbtrace","REGO RESU and ELFIN-A"
"2022-01-26  12:49","2022-01-26  12:51","3","148","467","nbtrace","THEMIS-ASI TALO and ELFIN-A"
"2022-01-26  12:49","2022-01-26  12:51","3","148","467","nbtrace","REGO TALO and ELFIN-A"
"2022-01-26  12:51","2022-01-26  12:52","2","134","290","nbtrace","THEMIS-ASI RANK and ELFIN-A"
"2022-01-26  12:53","2022-01-26  12:54","2","177","250","nbtrace","THEMIS-ASI GILL and ELFIN-A"
"2022-01-26  12:53","2022-01-26  12:54","2","177","250","nbtrace","REGO GILL and ELFIN-A"
"2022-01-26  12:53","2022-01-26  12:54","2","177","250","nbtrace","TREx NIR GILL and ELFIN-A"
"2022-01-26  12:53","2022-01-26  12:54","2","177","250","nbtrace","TREx Blue GILL and ELFIN-A"
"2022-01-26  12:53","2022-01-26  12:54","2","177","250","nbtrace","TREx RGB GILL and ELFIN-A"
"2022-01-26  12:54","2022-01-26  12:54","1","439","439","nbtrace","THEMIS-ASI PINA and ELFIN-A"
"2022-01-26  12:54","2022-01-26  12:54","1","417","417","nbtrace","THEMIS-ASI TPAS and ELFIN-A"
"2022-01-26  12:54","2022-01-26  12:54","1","439","439","nbtrace","TREx NIR PINA and ELFIN-A"
"2022-01-26  12:54","2022-01-26  12:54","1","439","439","nbtrace","TREx Blue PINA and ELFIN-A"
"2022-01-26  12:54","2022-01-26  12:54","1","439","439","nbtrace","TREx RGB PINA and ELFIN-A"
"2022-01-26  12:54","2022-01-26  12:55","2","177","415","nbtrace","REGO RESU and ELFIN-B"
"2022-01-26  12:55","2022-01-26  12:56","2","196","242","nbtrace","THEMIS-ASI TALO and ELFIN-B"
"2022-01-26  12:55","2022-01-26  12:56","2","196","242","nbtrace","REGO TALO and ELFIN-B"
"2022-01-26  12:57","2022-01-26  12:58","2","149","381","nbtrace","THEMIS-ASI RANK and ELFIN-B"
"2022-01-26  12:58","2022-01-26  13:00","3","123","483","nbtrace","REGO GILL and ELFIN-B"
"2022-01-26  12:58","2022-01-26  12:59","2","491","493","nbtrace","TREx Blue RABB and ELFIN-B"
"2022-01-26  12:58","2022-01-26  13:00","3","123","483","nbtrace","TREx NIR GILL and ELFIN-B"
"2022-01-26  12:58","2022-01-26  13:00","3","123","483","nbtrace","TREx Blue GILL and ELFIN-B"
"2022-01-26  12:58","2022-01-26  12:59","2","491","493","nbtrace","TREx NIR RABB and ELFIN-B"
"2022-01-26  12:58","2022-01-26  12:59","2","491","493","nbtrace","TREx Spectrograph RABB and ELFIN-B"
"2022-01-26  12:58","2022-01-26  13:00","3","123","483","nbtrace","TREx RGB GILL and ELFIN-B"
"2022-01-26  12:58","2022-01-26  12:59","2","491","493","nbtrace","TREx RGB RABB and ELFIN-B"
"2022-01-26  12:59","2022-01-26  13:00","2","301","363","nbtrace","THEMIS-ASI TPAS and ELFIN-B"
"2022-01-26  14:22","2022-01-26  14:22","1","485","485","nbtrace","REGO SACH and ELFIN-A"
"2022-01-26  14:24","2022-01-26  14:25","2","297","488","nbtrace","THEMIS-ASI FSIM and ELFIN-A"
"2022-01-26  14:28","2022-01-26  14:28","1","402","402","nbtrace","REGO SACH and ELFIN-B"
"2022-01-26  14:30","2022-01-26  14:31","2","260","275","nbtrace","THEMIS-ASI FSIM and ELFIN-B"
"2022-01-26  15:54","2022-01-26  15:55","2","313","465","nbtrace","REGO SACH and ELFIN-A"
"2022-01-26  15:55","2022-01-26  15:57","3","106","458","nbtrace","THEMIS-ASI INUV and ELFIN-A"
"2022-01-26  15:57","2022-01-26  15:58","2","367","439","nbtrace","THEMIS-ASI GAKO and ELFIN-A"
"2022-01-26  16:01","2022-01-26  16:02","2","290","294","nbtrace","THEMIS-ASI INUV and ELFIN-B"
"2022-01-26  16:03","2022-01-26  16:04","2","239","368","nbtrace","THEMIS-ASI GAKO and ELFIN-B"
"2022-01-26  23:25","2022-01-26  23:27","3","148","478","nbtrace","THEMIS-ASI SNKQ and ELFIN-A"
"2022-01-26  23:29","2022-01-26  23:30","2","337","376","nbtrace","THEMIS-ASI TALO and ELFIN-A"
"2022-01-26  23:29","2022-01-26  23:31","3","46","460","nbtrace","THEMIS-ASI KAPU and ELFIN-B"
"2022-01-26  23:29","2022-01-26  23:30","2","337","376","nbtrace","REGO TALO and ELFIN-A"
"2022-01-26  23:30","2022-01-26  23:32","3","162","498","nbtrace","REGO RESU and ELFIN-A"
"2022-01-26  23:31","2022-01-26  23:32","2","316","432","nbtrace","THEMIS-ASI SNKQ and ELFIN-B"
"2022-01-26  23:35","2022-01-26  23:36","2","251","325","nbtrace","THEMIS-ASI TALO and ELFIN-B"
"2022-01-26  23:35","2022-01-26  23:36","2","251","325","nbtrace","REGO TALO and ELFIN-B"
"2022-01-26  23:36","2022-01-26  23:37","2","149","317","nbtrace","REGO RESU and ELFIN-B"
"2022-01-27  00:57","2022-01-27  00:59","3","195","494","nbtrace","THEMIS-ASI TPAS and ELFIN-A"
"2022-01-27  00:59","2022-01-27  01:00","2","125","325","nbtrace","TREx Blue RABB and ELFIN-A"
"2022-01-27  00:59","2022-01-27  01:00","2","125","325","nbtrace","TREx NIR RABB and ELFIN-A"
"2022-01-27  00:59","2022-01-27  01:00","2","125","325","nbtrace","TREx Spectrograph RABB and ELFIN-A"
"2022-01-27  00:59","2022-01-27  01:00","2","125","325","nbtrace","TREx RGB RABB and ELFIN-A"
"2022-01-27  01:04","2022-01-27  01:04","1","356","356","nbtrace","THEMIS-ASI TPAS and ELFIN-B"
"2022-01-27  01:04","2022-01-27  01:04","1","302","302","nbtrace","TREx RGB LUCK and ELFIN-B"
"2022-01-27  01:05","2022-01-27  01:06","2","245","386","nbtrace","THEMIS-ASI FSMI and ELFIN-B"
"2022-01-27  01:05","2022-01-27  01:06","2","223","427","nbtrace","TREx Blue RABB and ELFIN-B"
"2022-01-27  01:05","2022-01-27  01:06","2","223","427","nbtrace","TREx NIR RABB and ELFIN-B"
"2022-01-27  01:05","2022-01-27  01:06","2","245","386","nbtrace","TREx RGB FSMI and ELFIN-B"
"2022-01-27  01:05","2022-01-27  01:06","2","223","427","nbtrace","TREx Spectrograph RABB and ELFIN-B"
"2022-01-27  01:05","2022-01-27  01:06","2","223","427","nbtrace","TREx RGB RABB and ELFIN-B"
"2022-01-27  02:33","2022-01-27  02:33","1","399","399","nbtrace","THEMIS-ASI FSIM and ELFIN-A"
"2022-01-27  02:34","2022-01-27  02:36","3","116","494","nbtrace","THEMIS-ASI INUV and ELFIN-A"
"2022-01-27  02:35","2022-01-27  02:36","2","302","398","nbtrace","REGO SACH and ELFIN-A"
"2022-01-27  02:40","2022-01-27  02:41","2","94","328","nbtrace","THEMIS-ASI INUV and ELFIN-B"
"2022-01-27  02:41","2022-01-27  02:42","2","389","451","nbtrace","REGO SACH and ELFIN-B"
"2022-01-27  04:06","2022-01-27  04:07","2","188","355","nbtrace","THEMIS-ASI MCGR and ELFIN-A"
"2022-01-27  04:06","2022-01-27  04:06","1","363","363","nbtrace","THEMIS-ASI GAKO and ELFIN-A"
"2022-01-27  04:12","2022-01-27  04:13","2","89","336","nbtrace","THEMIS-ASI MCGR and ELFIN-B"
"2022-01-27  04:12","2022-01-27  04:12","1","497","497","nbtrace","THEMIS-ASI GAKO and ELFIN-B"
"2022-01-27  10:39","2022-01-27  10:40","2","395","436","nbtrace","THEMIS-ASI KUUJ and ELFIN-B"
"2022-01-27  12:08","2022-01-27  12:08","1","490","490","nbtrace","REGO RESU and ELFIN-B"
"2022-01-27  12:09","2022-01-27  12:09","1","484","484","nbtrace","THEMIS-ASI TALO and ELFIN-B"
"2022-01-27  12:09","2022-01-27  12:09","1","484","484","nbtrace","REGO TALO and ELFIN-B"
"2022-01-27  12:11","2022-01-27  12:11","1","413","413","nbtrace","THEMIS-ASI RANK and ELFIN-B"
"2022-01-27  13:34","2022-01-27  13:35","2","169","306","nbtrace","REGO RESU and ELFIN-A"
"2022-01-27  13:35","2022-01-27  13:35","1","394","394","nbtrace","THEMIS-ASI TALO and ELFIN-A"
"2022-01-27  13:35","2022-01-27  13:36","2","351","394","nbtrace","REGO TALO and ELFIN-A"
"2022-01-27  13:38","2022-01-27  13:39","2","412","469","nbtrace","THEMIS-ASI FSMI and ELFIN-A"
"2022-01-27  13:38","2022-01-27  13:39","2","155","324","nbtrace","TREx Blue RABB and ELFIN-A"
"2022-01-27  13:38","2022-01-27  13:39","2","155","324","nbtrace","TREx NIR RABB and ELFIN-A"
"2022-01-27  13:38","2022-01-27  13:39","2","412","469","nbtrace","TREx RGB FSMI and ELFIN-A"
"2022-01-27  13:38","2022-01-27  13:39","2","155","324","nbtrace","TREx Spectrograph RABB and ELFIN-A"
"2022-01-27  13:38","2022-01-27  13:39","2","155","324","nbtrace","TREx RGB RABB and ELFIN-A"
"2022-01-27  13:40","2022-01-27  13:40","1","477","477","nbtrace","THEMIS-ASI ATHA and ELFIN-A"
"2022-01-27  13:40","2022-01-27  13:40","1","477","477","nbtrace","TREx RGB ATHA and ELFIN-A"
"2022-01-27  13:40","2022-01-27  13:40","1","477","477","nbtrace","TREx NIR ATHA and ELFIN-A"
"2022-01-27  13:40","2022-01-27  13:40","1","477","477","nbtrace","TREx Blue ATHA and ELFIN-A"
"2022-01-27  13:40","2022-01-27  13:40","1","275","275","nbtrace","TREx Spectrograph LUCK and ELFIN-A"
"2022-01-27  13:40","2022-01-27  13:40","1","275","275","nbtrace","TREx RGB LUCK and ELFIN-A"
"2022-01-27  13:40","2022-01-27  13:41","2","242","312","nbtrace","REGO RESU and ELFIN-B"
"2022-01-27  13:44","2022-01-27  13:45","2","271","372","nbtrace","THEMIS-ASI FSMI and ELFIN-B"
"2022-01-27  13:44","2022-01-27  13:45","2","271","372","nbtrace","TREx RGB FSMI and ELFIN-B"
"2022-01-27  13:46","2022-01-27  13:47","2","305","468","nbtrace","THEMIS-ASI ATHA and ELFIN-B"
"2022-01-27  13:46","2022-01-27  13:47","2","305","468","nbtrace","TREx RGB ATHA and ELFIN-B"
"2022-01-27  13:46","2022-01-27  13:47","2","305","468","nbtrace","TREx NIR ATHA and ELFIN-B"
"2022-01-27  13:46","2022-01-27  13:47","2","305","468","nbtrace","TREx Blue ATHA and ELFIN-B"
"2022-01-27  15:07","2022-01-27  15:09","3","68","435","nbtrace","REGO SACH and ELFIN-A"
"2022-01-27  15:09","2022-01-27  15:09","1","352","352","nbtrace","THEMIS-ASI INUV and ELFIN-A"
"2022-01-27  15:14","2022-01-27  15:15","2","157","268","nbtrace","REGO SACH and ELFIN-B"
"2022-01-27  15:15","2022-01-27  15:16","2","295","348","nbtrace","THEMIS-ASI INUV and ELFIN-B"
"2022-01-27  16:43","2022-01-27  16:44","2","302","366","nbtrace","THEMIS-ASI MCGR and ELFIN-A"
"2022-01-27  16:49","2022-01-27  16:50","2","147","352","nbtrace","THEMIS-ASI MCGR and ELFIN-B"
"2022-01-27  22:39","2022-01-27  22:40","2","189","333","nbtrace","THEMIS-ASI KUUJ and ELFIN-A"
"2022-01-27  22:45","2022-01-27  22:46","2","309","483","nbtrace","THEMIS-ASI KUUJ and ELFIN-B"
"2022-01-27  22:51","2022-01-27  22:51","1","403","403","nbtrace","REGO RESU and ELFIN-B"
"2022-01-28  00:11","2022-01-28  00:12","2","122","333","nbtrace","THEMIS-ASI GILL and ELFIN-A"
"2022-01-28  00:11","2022-01-28  00:12","2","122","333","nbtrace","REGO GILL and ELFIN-A"
"2022-01-28  00:11","2022-01-28  00:12","2","122","333","nbtrace","TREx NIR GILL and ELFIN-A"
"2022-01-28  00:11","2022-01-28  00:12","2","122","333","nbtrace","TREx Blue GILL and ELFIN-A"
"2022-01-28  00:11","2022-01-28  00:12","2","122","333","nbtrace","TREx RGB GILL and ELFIN-A"
"2022-01-28  00:13","2022-01-28  00:14","2","235","290","nbtrace","THEMIS-ASI RANK and ELFIN-A"
"2022-01-28  00:15","2022-01-28  00:16","2","185","381","nbtrace","THEMIS-ASI TALO and ELFIN-A"
"2022-01-28  00:15","2022-01-28  00:16","2","185","381","nbtrace","REGO TALO and ELFIN-A"
"2022-01-28  00:16","2022-01-28  00:17","2","263","299","nbtrace","REGO RESU and ELFIN-A"
"2022-01-28  00:18","2022-01-28  00:19","2","192","266","nbtrace","THEMIS-ASI GILL and ELFIN-B"
"2022-01-28  00:18","2022-01-28  00:19","2","192","266","nbtrace","REGO GILL and ELFIN-B"
"2022-01-28  00:18","2022-01-28  00:19","2","192","266","nbtrace","TREx NIR GILL and ELFIN-B"
"2022-01-28  00:18","2022-01-28  00:19","2","192","266","nbtrace","TREx Blue GILL and ELFIN-B"
"2022-01-28  00:18","2022-01-28  00:19","2","192","266","nbtrace","TREx RGB GILL and ELFIN-B"
"2022-01-28  00:20","2022-01-28  00:21","2","294","486","nbtrace","THEMIS-ASI RANK and ELFIN-B"
"2022-01-28  00:21","2022-01-28  00:22","2","277","453","nbtrace","THEMIS-ASI TALO and ELFIN-B"
"2022-01-28  00:21","2022-01-28  00:22","2","277","453","nbtrace","REGO TALO and ELFIN-B"
"2022-01-28  00:23","2022-01-28  00:24","2","278","420","nbtrace","REGO RESU and ELFIN-B"
"2022-01-28  01:43","2022-01-28  01:45","3","146","471","nbtrace","THEMIS-ASI ATHA and ELFIN-A"
"2022-01-28  01:43","2022-01-28  01:45","3","146","471","nbtrace","TREx RGB ATHA and ELFIN-A"
"2022-01-28  01:43","2022-01-28  01:45","3","146","471","nbtrace","TREx NIR ATHA and ELFIN-A"
"2022-01-28  01:43","2022-01-28  01:45","3","146","471","nbtrace","TREx Blue ATHA and ELFIN-A"
"2022-01-28  01:45","2022-01-28  01:47","3","186","496","nbtrace","THEMIS-ASI FSIM and ELFIN-A"
"2022-01-28  01:45","2022-01-28  01:46","2","358","362","nbtrace","THEMIS-ASI FSMI and ELFIN-A"
"2022-01-28  01:45","2022-01-28  01:46","2","358","362","nbtrace","TREx RGB FSMI and ELFIN-A"
"2022-01-28  01:48","2022-01-28  01:49","2","135","356","nbtrace","REGO SACH and ELFIN-A"
"2022-01-28  01:50","2022-01-28  01:51","2","333","452","nbtrace","THEMIS-ASI ATHA and ELFIN-B"
"2022-01-28  01:50","2022-01-28  01:51","2","333","452","nbtrace","TREx RGB ATHA and ELFIN-B"
"2022-01-28  01:50","2022-01-28  01:51","2","333","452","nbtrace","TREx NIR ATHA and ELFIN-B"
"2022-01-28  01:50","2022-01-28  01:51","2","333","452","nbtrace","TREx Blue ATHA and ELFIN-B"
"2022-01-28  01:52","2022-01-28  01:53","2","106","325","nbtrace","THEMIS-ASI FSIM and ELFIN-B"
"2022-01-28  01:52","2022-01-28  01:52","1","453","453","nbtrace","THEMIS-ASI FSMI and ELFIN-B"
"2022-01-28  01:52","2022-01-28  01:52","1","453","453","nbtrace","TREx RGB FSMI and ELFIN-B"
"2022-01-28  01:55","2022-01-28  01:56","2","207","218","nbtrace","REGO SACH and ELFIN-B"
"2022-01-28  03:19","2022-01-28  03:20","2","215","433","nbtrace","THEMIS-ASI GAKO and ELFIN-A"
"2022-01-28  03:20","2022-01-28  03:21","2","434","448","nbtrace","THEMIS-ASI INUV and ELFIN-A"
"2022-01-28  03:25","2022-01-28  03:26","2","103","351","nbtrace","THEMIS-ASI GAKO and ELFIN-B"
"2022-01-28  04:52","2022-01-28  04:52","1","453","453","nbtrace","THEMIS-ASI MCGR and ELFIN-A"
"2022-01-28  11:18","2022-01-28  11:19","2","199","391","nbtrace","THEMIS-ASI KUUJ and ELFIN-A"
"2022-01-28  11:19","2022-01-28  11:19","1","473","473","nbtrace","THEMIS-ASI SNKQ and ELFIN-A"
"2022-01-28  11:26","2022-01-28  11:27","2","323","365","nbtrace","THEMIS-ASI SNKQ and ELFIN-B"
"2022-01-28  11:28","2022-01-28  11:28","1","459","459","nbtrace","THEMIS-ASI KAPU and ELFIN-B"
"2022-01-28  12:47","2022-01-28  12:48","2","276","337","nbtrace","REGO RESU and ELFIN-A"
"2022-01-28  12:48","2022-01-28  12:49","2","161","334","nbtrace","THEMIS-ASI TALO and ELFIN-A"
"2022-01-28  12:48","2022-01-28  12:49","2","161","334","nbtrace","REGO TALO and ELFIN-A"
"2022-01-28  12:50","2022-01-28  12:51","2","201","235","nbtrace","THEMIS-ASI RANK and ELFIN-A"
"2022-01-28  12:52","2022-01-28  12:53","2","79","344","nbtrace","THEMIS-ASI GILL and ELFIN-A"
"2022-01-28  12:52","2022-01-28  12:53","2","79","344","nbtrace","REGO GILL and ELFIN-A"
"2022-01-28  12:52","2022-01-28  12:53","2","79","344","nbtrace","TREx NIR GILL and ELFIN-A"
"2022-01-28  12:52","2022-01-28  12:53","2","79","344","nbtrace","TREx Blue GILL and ELFIN-A"
"2022-01-28  12:52","2022-01-28  12:53","2","79","344","nbtrace","TREx RGB GILL and ELFIN-A"
"2022-01-28  12:53","2022-01-28  12:53","1","364","364","nbtrace","THEMIS-ASI TPAS and ELFIN-A"
"2022-01-28  12:54","2022-01-28  12:55","2","246","259","nbtrace","REGO RESU and ELFIN-B"
"2022-01-28  12:55","2022-01-28  12:56","2","83","343","nbtrace","THEMIS-ASI TALO and ELFIN-B"
"2022-01-28  12:55","2022-01-28  12:56","2","83","343","nbtrace","REGO TALO and ELFIN-B"
"2022-01-28  12:57","2022-01-28  12:58","2","285","290","nbtrace","THEMIS-ASI RANK and ELFIN-B"
"2022-01-28  12:59","2022-01-28  13:01","3","176","462","nbtrace","THEMIS-ASI TPAS and ELFIN-B"
"2022-01-28  12:59","2022-01-28  12:59","1","378","378","nbtrace","TREx Blue RABB and ELFIN-B"
"2022-01-28  12:59","2022-01-28  12:59","1","378","378","nbtrace","TREx NIR RABB and ELFIN-B"
"2022-01-28  12:59","2022-01-28  12:59","1","378","378","nbtrace","TREx Spectrograph RABB and ELFIN-B"
"2022-01-28  12:59","2022-01-28  12:59","1","378","378","nbtrace","TREx RGB RABB and ELFIN-B"
"2022-01-28  14:21","2022-01-28  14:21","1","448","448","nbtrace","REGO SACH and ELFIN-A"
"2022-01-28  14:23","2022-01-28  14:24","2","282","389","nbtrace","THEMIS-ASI FSIM and ELFIN-A"
"2022-01-28  14:28","2022-01-28  14:29","2","356","498","nbtrace","REGO SACH and ELFIN-B"
"2022-01-28  14:30","2022-01-28  14:32","3","123","499","nbtrace","THEMIS-ASI FSIM and ELFIN-B"
"2022-01-28  15:53","2022-01-28  15:53","1","414","414","nbtrace","REGO SACH and ELFIN-A"
"2022-01-28  15:54","2022-01-28  15:55","2","185","325","nbtrace","THEMIS-ASI INUV and ELFIN-A"
"2022-01-28  15:56","2022-01-28  15:57","2","349","378","nbtrace","THEMIS-ASI GAKO and ELFIN-A"
"2022-01-28  16:01","2022-01-28  16:02","2","260","437","nbtrace","THEMIS-ASI INUV and ELFIN-B"
"2022-01-28  16:03","2022-01-28  16:04","2","212","302","nbtrace","THEMIS-ASI GAKO and ELFIN-B"
"2022-01-28  23:24","2022-01-28  23:25","2","240","338","nbtrace","THEMIS-ASI SNKQ and ELFIN-A"
"2022-01-28  23:28","2022-01-28  23:29","2","288","389","nbtrace","THEMIS-ASI TALO and ELFIN-A"
"2022-01-28  23:28","2022-01-28  23:29","2","288","389","nbtrace","REGO TALO and ELFIN-A"
"2022-01-28  23:29","2022-01-28  23:30","2","206","303","nbtrace","REGO RESU and ELFIN-A"
"2022-01-28  23:30","2022-01-28  23:31","2","142","339","nbtrace","THEMIS-ASI KAPU and ELFIN-B"
"2022-01-28  23:32","2022-01-28  23:32","1","373","373","nbtrace","THEMIS-ASI SNKQ and ELFIN-B"
"2022-01-28  23:35","2022-01-28  23:36","2","193","333","nbtrace","THEMIS-ASI TALO and ELFIN-B"
"2022-01-28  23:35","2022-01-28  23:36","2","193","333","nbtrace","REGO TALO and ELFIN-B"
"2022-01-28  23:36","2022-01-28  23:38","3","55","447","nbtrace","REGO RESU and ELFIN-B"
"2022-01-29  00:56","2022-01-29  00:57","2","253","424","nbtrace","THEMIS-ASI TPAS and ELFIN-A"
"2022-01-29  00:57","2022-01-29  00:59","3","117","443","nbtrace","TREx Blue RABB and ELFIN-A"
"2022-01-29  00:57","2022-01-29  00:59","3","117","443","nbtrace","TREx NIR RABB and ELFIN-A"
"2022-01-29  00:57","2022-01-29  00:59","3","117","443","nbtrace","TREx Spectrograph RABB and ELFIN-A"
"2022-01-29  00:57","2022-01-29  00:59","3","117","443","nbtrace","TREx RGB RABB and ELFIN-A"
"2022-01-29  01:04","2022-01-29  01:04","1","452","452","nbtrace","THEMIS-ASI TPAS and ELFIN-B"
"2022-01-29  01:05","2022-01-29  01:06","2","345","367","nbtrace","TREx Blue RABB and ELFIN-B"
"2022-01-29  01:05","2022-01-29  01:06","2","345","367","nbtrace","TREx NIR RABB and ELFIN-B"
"2022-01-29  01:05","2022-01-29  01:06","2","345","367","nbtrace","TREx Spectrograph RABB and ELFIN-B"
"2022-01-29  01:05","2022-01-29  01:06","2","345","367","nbtrace","TREx RGB RABB and ELFIN-B"
"2022-01-29  01:07","2022-01-29  01:07","1","425","425","nbtrace","THEMIS-ASI FSMI and ELFIN-B"
"2022-01-29  02:32","2022-01-29  02:32","1","458","458","nbtrace","THEMIS-ASI FSIM and ELFIN-A"
"2022-01-29  02:33","2022-01-29  02:34","2","187","257","nbtrace","THEMIS-ASI INUV and ELFIN-A"
"2022-01-29  02:34","2022-01-29  02:35","2","350","385","nbtrace","REGO SACH and ELFIN-A"
"2022-01-29  02:40","2022-01-29  02:42","3","66","464","nbtrace","THEMIS-ASI INUV and ELFIN-B"
"2022-01-29  02:42","2022-01-29  02:42","1","401","401","nbtrace","REGO SACH and ELFIN-B"
"2022-01-29  04:04","2022-01-29  04:06","3","119","450","nbtrace","THEMIS-ASI MCGR and ELFIN-A"
"2022-01-29  04:04","2022-01-29  04:05","2","425","495","nbtrace","THEMIS-ASI GAKO and ELFIN-A"
"2022-01-29  04:12","2022-01-29  04:13","2","207","215","nbtrace","THEMIS-ASI MCGR and ELFIN-B"
"2022-01-29  10:32","2022-01-29  10:32","1","468","468","nbtrace","THEMIS-ASI KUUJ and ELFIN-A"
"2022-01-29  10:39","2022-01-29  10:40","2","314","410","nbtrace","THEMIS-ASI KUUJ and ELFIN-B"
"2022-01-29  12:08","2022-01-29  12:08","1","459","459","nbtrace","REGO RESU and ELFIN-B"
"2022-01-29  12:09","2022-01-29  12:10","2","465","487","nbtrace","THEMIS-ASI TALO and ELFIN-B"
"2022-01-29  12:09","2022-01-29  12:10","2","465","487","nbtrace","REGO TALO and ELFIN-B"
"2022-01-29  12:11","2022-01-29  12:12","2","380","451","nbtrace","THEMIS-ASI RANK and ELFIN-B"
"2022-01-29  12:13","2022-01-29  12:13","1","479","479","nbtrace","THEMIS-ASI GILL and ELFIN-B"
"2022-01-29  12:13","2022-01-29  12:13","1","479","479","nbtrace","REGO GILL and ELFIN-B"
"2022-01-29  12:13","2022-01-29  12:13","1","479","479","nbtrace","TREx NIR GILL and ELFIN-B"
"2022-01-29  12:13","2022-01-29  12:13","1","479","479","nbtrace","TREx Blue GILL and ELFIN-B"
